,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,New_Item_Type,Outlet_Years
4682,NCS38,8.6,Non-Edible,0.090374342,Household,114.3176,OUT045,2002,Small,Tier 2,Supermarket Type1,1946.7992,Non-Consumable,11
4683,FDL58,5.78,Regular,0.07445112599999999,Snack Foods,264.5568,OUT018,2009,Medium,Tier 3,Supermarket Type2,6327.7632,Food,4
4684,FDY59,8.195,Low Fat,0.031467128,Baking Goods,91.8462,OUT045,2002,Small,Tier 2,Supermarket Type1,2313.655,Food,11
4685,FDZ03,13.65,Regular,0.078786674,Dairy,184.824,OUT046,1997,Small,Tier 1,Supermarket Type1,3355.632,Food,16
4686,FDP60,17.35,Low Fat,0.056032247,Baking Goods,102.3016,OUT045,2002,Small,Tier 2,Supermarket Type1,1619.2256,Food,11
4687,NCI30,20.25,Non-Edible,0.058935522000000004,Household,246.646,OUT046,1997,Small,Tier 1,Supermarket Type1,2463.46,Non-Consumable,16
4688,FDO03,0.0,Regular,0.064577332,Meat,230.5352,OUT019,1985,Small,Tier 1,Grocery Store,687.1056,Food,28
4689,FDZ20,16.1,Low Fat,0.034306962,Fruits and Vegetables,252.3356,OUT046,1997,Small,Tier 1,Supermarket Type1,3815.034,Food,16
4690,FDQ31,0.0,Regular,0.053586458,Fruits and Vegetables,89.7856,OUT027,1985,Medium,Tier 3,Supermarket Type3,966.7416,Food,28
4691,FDY03,17.6,Regular,0.076431919,Meat,113.2202,OUT018,2009,Medium,Tier 3,Supermarket Type2,2025.3636,Food,4
4692,FDW45,18.0,Low Fat,0.039090105,Snack Foods,148.4418,OUT045,2002,Small,Tier 2,Supermarket Type1,4119.9704,Food,11
4693,NCO41,12.5,Non-Edible,0.031549131,Health and Hygiene,99.0384,OUT010,1998,Small,Tier 3,Grocery Store,197.0768,Non-Consumable,15
4694,FDK16,9.065,Low Fat,0.115233813,Frozen Foods,94.4094,OUT013,1987,High,Tier 3,Supermarket Type1,2856.282,Food,26
4695,FDZ16,16.85,Regular,0.159825617,Frozen Foods,195.5478,OUT035,2004,Small,Tier 2,Supermarket Type1,4262.4516,Food,9
4696,NCD18,16.0,Non-Edible,0.073080167,Household,228.4668,OUT017,2007,Small,Tier 2,Supermarket Type1,2534.0348,Non-Consumable,6
4697,FDF52,9.3,Low Fat,0.066727717,Frozen Foods,181.6292,OUT013,1987,High,Tier 3,Supermarket Type1,2371.5796,Food,26
4698,FDF09,6.215,Low Fat,0.012146608,Fruits and Vegetables,37.9848,OUT035,2004,Small,Tier 2,Supermarket Type1,782.9808,Food,9
4699,FDW43,20.1,Regular,0.022552082999999997,Fruits and Vegetables,226.6036,OUT017,2007,Small,Tier 2,Supermarket Type1,6831.108,Food,6
4700,FDU19,8.77,Regular,0.047036035999999996,Fruits and Vegetables,170.5422,OUT017,2007,Small,Tier 2,Supermarket Type1,2759.0752,Food,6
4701,FDA50,16.25,Low Fat,0.087158654,Dairy,95.141,OUT035,2004,Small,Tier 2,Supermarket Type1,2220.4429999999998,Food,9
4702,FDS48,15.15,Low Fat,0.027756137,Baking Goods,150.4708,OUT013,1987,High,Tier 3,Supermarket Type1,2106.5912,Food,26
4703,NCH07,13.15,Non-Edible,0.092589917,Household,159.5604,OUT013,1987,High,Tier 3,Supermarket Type1,1901.5248,Non-Consumable,26
4704,NCK54,12.15,Non-Edible,0.06613202877895127,Household,117.615,OUT013,1987,High,Tier 3,Supermarket Type1,1514.695,Non-Consumable,26
4705,FDD53,0.0,Low Fat,0.077427883,Frozen Foods,41.8454,OUT019,1985,Small,Tier 1,Grocery Store,41.9454,Food,28
4706,FDV58,20.85,Low Fat,0.12122744699999999,Snack Foods,197.5452,OUT035,2004,Small,Tier 2,Supermarket Type1,4306.3944,Food,9
4707,FDI08,18.2,Regular,0.066284519,Fruits and Vegetables,247.2092,OUT035,2004,Small,Tier 2,Supermarket Type1,3486.1288,Food,9
4708,FDD08,8.3,Low Fat,0.03549838,Fruits and Vegetables,36.6506,OUT018,2009,Medium,Tier 3,Supermarket Type2,455.4072,Food,4
4709,FDX34,6.195,Low Fat,0.072131519,Snack Foods,120.1098,OUT045,2002,Small,Tier 2,Supermarket Type1,2892.2352,Food,11
4710,FDX55,15.1,Low Fat,0.06613202877895127,Fruits and Vegetables,216.4166,OUT045,2002,Small,Tier 2,Supermarket Type1,2830.3158,Food,11
4711,NCS05,11.5,Non-Edible,0.021020616000000002,Health and Hygiene,130.7942,OUT045,2002,Small,Tier 2,Supermarket Type1,2782.3782,Non-Consumable,11
4712,FDL04,19.0,Low Fat,0.111902259,Frozen Foods,105.4622,OUT035,2004,Small,Tier 2,Supermarket Type1,1905.5196,Food,9
4713,FDJ53,10.5,Low Fat,0.071548187,Frozen Foods,120.2098,OUT018,2009,Medium,Tier 3,Supermarket Type2,602.549,Food,4
4714,FDB47,8.8,Low Fat,0.071540443,Snack Foods,210.6612,OUT049,1999,Medium,Tier 1,Supermarket Type1,2508.7344,Food,14
4715,NCS29,0.0,Non-Edible,0.121765124,Health and Hygiene,264.1884,OUT019,1985,Small,Tier 1,Grocery Store,264.9884,Non-Consumable,28
4716,FDB33,17.75,Low Fat,0.014609738,Fruits and Vegetables,160.4262,OUT045,2002,Small,Tier 2,Supermarket Type1,3182.5240000000003,Food,11
4717,FDL52,0.0,Regular,0.08069799799999999,Frozen Foods,39.8506,OUT019,1985,Small,Tier 1,Grocery Store,37.9506,Food,28
4718,FDB03,17.75,Regular,0.156802171,Dairy,242.1538,OUT035,2004,Small,Tier 2,Supermarket Type1,4326.3684,Food,9
4719,FDW20,20.75,Low Fat,0.024144862000000003,Fruits and Vegetables,123.37299999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,2093.9410000000003,Food,9
4720,FDT10,16.7,Regular,0.062297249000000006,Snack Foods,60.6562,OUT018,2009,Medium,Tier 3,Supermarket Type2,592.562,Food,4
4721,FDK04,0.0,Low Fat,0.052058710999999994,Frozen Foods,55.5588,OUT027,1985,Medium,Tier 3,Supermarket Type3,1145.1760000000002,Food,28
4722,NCL07,13.85,Non-Edible,0.031402114,Others,40.248000000000005,OUT045,2002,Small,Tier 2,Supermarket Type1,319.584,Non-Consumable,11
4723,FDZ31,15.35,Regular,0.113217223,Fruits and Vegetables,191.1504,OUT046,1997,Small,Tier 1,Supermarket Type1,1725.7536,Food,16
4724,FDE45,12.1,Low Fat,0.06613202877895127,Fruits and Vegetables,177.3002,OUT035,2004,Small,Tier 2,Supermarket Type1,3044.7034,Food,9
4725,NCK54,12.15,Non-Edible,0.06613202877895127,Household,118.515,OUT018,2009,Medium,Tier 3,Supermarket Type2,1398.18,Non-Consumable,4
4726,DRE15,0.0,Low Fat,0.031139932999999998,Dairy,74.8012,OUT019,1985,Small,Tier 1,Grocery Store,303.6048,Drinks,28
4727,NCQ38,16.35,Non-Edible,0.013363901999999999,Others,106.12799999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,1917.504,Non-Consumable,9
4728,FDB08,0.0,Low Fat,0.030952737,Fruits and Vegetables,160.1578,OUT027,1985,Medium,Tier 3,Supermarket Type3,3048.6982,Food,28
4729,DRF49,7.27,Low Fat,0.07136748,Soft Drinks,111.8518,OUT018,2009,Medium,Tier 3,Supermarket Type2,2277.036,Drinks,4
4730,DRC27,13.8,Low Fat,0.058192802,Dairy,246.9802,OUT049,1999,Medium,Tier 1,Supermarket Type1,5896.3248,Drinks,14
4731,FDB37,20.25,Regular,0.022976492999999997,Baking Goods,240.3538,OUT049,1999,Medium,Tier 1,Supermarket Type1,4086.0146,Food,14
4732,FDS35,9.3,Low Fat,0.111220521,Breads,65.7826,OUT046,1997,Small,Tier 1,Supermarket Type1,968.7389999999999,Food,16
4733,FDE47,14.15,Low Fat,0.037967687,Starchy Foods,125.6046,OUT049,1999,Medium,Tier 1,Supermarket Type1,1618.5598,Food,14
4734,NCT53,0.0,Non-Edible,0.06613202877895127,Health and Hygiene,164.5526,OUT027,1985,Medium,Tier 3,Supermarket Type3,2302.3364,Non-Consumable,28
4735,FDL14,8.115,Regular,0.032158866,Canned,154.8972,OUT046,1997,Small,Tier 1,Supermarket Type1,1713.7692,Food,16
4736,FDP21,0.0,Regular,0.045068892,Snack Foods,190.8872,OUT019,1985,Small,Tier 1,Grocery Store,945.436,Food,28
4737,NCV54,11.1,Non-Edible,0.033176087,Household,120.1124,OUT045,2002,Small,Tier 2,Supermarket Type1,1896.1984,Non-Consumable,11
4738,NCO41,12.5,Non-Edible,0.018845298,Health and Hygiene,96.7384,OUT035,2004,Small,Tier 2,Supermarket Type1,2759.0752,Non-Consumable,9
4739,FDQ59,9.8,Regular,0.056375879000000004,Breads,84.6908,OUT035,2004,Small,Tier 2,Supermarket Type1,1006.6896,Food,9
4740,FDQ01,19.7,Regular,0.161356273,Canned,253.1014,OUT018,2009,Medium,Tier 3,Supermarket Type2,2805.0154,Food,4
4741,FDQ48,14.3,Regular,0.034605882000000004,Baking Goods,95.9726,OUT017,2007,Small,Tier 2,Supermarket Type1,2153.1972,Food,6
4742,FDP09,19.75,Low Fat,0.033942546000000004,Snack Foods,213.5902,OUT049,1999,Medium,Tier 1,Supermarket Type1,4460.1942,Food,14
4743,FDK55,18.5,Low Fat,0.025740258999999998,Meat,89.4172,OUT013,1987,High,Tier 3,Supermarket Type1,1605.9096,Food,26
4744,NCJ43,0.0,Non-Edible,0.026938317000000003,Household,174.1396,OUT027,1985,Medium,Tier 3,Supermarket Type3,4012.1108,Non-Consumable,28
4745,FDI07,12.35,Regular,0.033754478,Meat,199.0426,OUT035,2004,Small,Tier 2,Supermarket Type1,3361.6242,Food,9
4746,NCW41,0.0,Non-Edible,0.015375557,Health and Hygiene,156.9604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.4308,Non-Consumable,28
4747,FDG33,5.365,Regular,0.140458316,Seafood,169.7764,OUT049,1999,Medium,Tier 1,Supermarket Type1,3263.7516,Food,14
4748,NCO05,0.0,Non-Edible,0.046333982,Health and Hygiene,97.2384,OUT027,1985,Medium,Tier 3,Supermarket Type3,2660.5368,Non-Consumable,28
4749,FDH53,20.5,Regular,0.06613202877895127,Frozen Foods,82.8592,OUT035,2004,Small,Tier 2,Supermarket Type1,908.1512,Food,9
4750,FDR49,8.71,Low Fat,0.139228412,Canned,49.5376,OUT046,1997,Small,Tier 1,Supermarket Type1,1198.44,Food,16
4751,FDF33,0.0,Low Fat,0.06613202877895127,Seafood,109.4596,OUT027,1985,Medium,Tier 3,Supermarket Type3,1833.6132,Food,28
4752,FDQ51,16.0,Regular,0.06613202877895127,Meat,48.1718,OUT017,2007,Small,Tier 2,Supermarket Type1,756.3488,Food,6
4753,FDZ38,17.6,Low Fat,0.00799436,Dairy,171.6422,OUT013,1987,High,Tier 3,Supermarket Type1,3793.7284,Food,26
4754,FDV52,20.7,Regular,0.12176716800000001,Frozen Foods,118.9466,OUT045,2002,Small,Tier 2,Supermarket Type1,353.5398,Food,11
4755,FDM50,13.0,Regular,0.030083482,Canned,61.922,OUT035,2004,Small,Tier 2,Supermarket Type1,1557.9720000000002,Food,9
4756,FDV60,20.2,Regular,0.118025091,Baking Goods,195.81099999999998,OUT017,2007,Small,Tier 2,Supermarket Type1,2553.343,Food,6
4757,FDG60,20.35,Low Fat,0.060649213,Baking Goods,232.7616,OUT013,1987,High,Tier 3,Supermarket Type1,2812.3392,Food,26
4758,FDN13,18.6,Low Fat,0.15193174199999998,Breakfast,101.1358,OUT013,1987,High,Tier 3,Supermarket Type1,1105.8938,Food,26
4759,DRN59,0.0,Low Fat,0.06383101299999999,Hard Drinks,46.206,OUT027,1985,Medium,Tier 3,Supermarket Type3,1304.968,Drinks,28
4760,FDU02,13.35,Low Fat,0.103091351,Dairy,229.9352,OUT017,2007,Small,Tier 2,Supermarket Type1,2519.3872,Food,6
4761,FDZ58,17.85,Low Fat,0.052389407,Snack Foods,120.9072,OUT018,2009,Medium,Tier 3,Supermarket Type2,2817.6656,Food,4
4762,NCQ38,16.35,Non-Edible,0.013355306,Others,105.52799999999999,OUT013,1987,High,Tier 3,Supermarket Type1,2024.0320000000002,Non-Consumable,26
4763,FDF39,14.85,Regular,0.019550858,Dairy,263.791,OUT045,2002,Small,Tier 2,Supermarket Type1,4207.856,Food,11
4764,FDT03,21.25,Low Fat,0.01005532,Meat,183.1608,OUT017,2007,Small,Tier 2,Supermarket Type1,2756.4120000000003,Food,6
4765,FDN09,14.15,Low Fat,0.034845667999999996,Snack Foods,242.7828,OUT013,1987,High,Tier 3,Supermarket Type1,3167.8764,Food,26
4766,FDJ02,17.2,Regular,0.025162022000000003,Canned,145.9418,OUT035,2004,Small,Tier 2,Supermarket Type1,1765.7016,Food,9
4767,FDN44,0.0,Low Fat,0.022685222,Fruits and Vegetables,161.592,OUT027,1985,Medium,Tier 3,Supermarket Type3,4314.384,Food,28
4768,FDQ34,10.85,Low Fat,0.162571649,Snack Foods,107.4622,OUT045,2002,Small,Tier 2,Supermarket Type1,529.311,Food,11
4769,FDX31,20.35,Regular,0.014825605,Fruits and Vegetables,233.2958,OUT046,1997,Small,Tier 1,Supermarket Type1,4206.5244,Food,16
4770,NCH55,16.35,Non-Edible,0.058034349000000006,Household,124.802,OUT010,1998,Small,Tier 3,Grocery Store,253.00400000000002,Non-Consumable,15
4771,DRM47,9.3,Low Fat,0.04378569400000001,Hard Drinks,191.6846,OUT046,1997,Small,Tier 1,Supermarket Type1,3057.3536,Drinks,16
4772,DRL01,0.0,Regular,0.076798609,Soft Drinks,231.8958,OUT027,1985,Medium,Tier 3,Supermarket Type3,8413.0488,Drinks,28
4773,FDO12,15.75,Low Fat,0.055241242,Baking Goods,196.5452,OUT017,2007,Small,Tier 2,Supermarket Type1,3131.9232,Food,6
4774,NCK30,14.85,Non-Edible,0.061102235,Household,253.2698,OUT045,2002,Small,Tier 2,Supermarket Type1,2283.0282,Non-Consumable,11
4775,FDP16,18.6,Low Fat,0.039517121,Frozen Foods,243.6802,OUT017,2007,Small,Tier 2,Supermarket Type1,5896.3248,Food,6
4776,NCG06,16.35,Non-Edible,0.029565308999999998,Household,256.4646,OUT018,2009,Medium,Tier 3,Supermarket Type2,515.3292,Non-Consumable,4
4777,FDX36,9.695,Regular,0.12828324300000002,Baking Goods,226.1404,OUT046,1997,Small,Tier 1,Supermarket Type1,3375.6059999999998,Food,16
4778,FDT09,15.15,Regular,0.012332667,Snack Foods,130.0284,OUT017,2007,Small,Tier 2,Supermarket Type1,3559.3668,Food,6
4779,FDF08,14.3,Regular,0.06519522900000001,Fruits and Vegetables,88.9856,OUT035,2004,Small,Tier 2,Supermarket Type1,1669.8264,Food,9
4780,FDA43,10.895,Low Fat,0.108253944,Fruits and Vegetables,194.8794,OUT010,1998,Small,Tier 3,Grocery Store,585.2382,Food,15
4781,NCN06,8.39,Non-Edible,0.121178848,Household,165.1868,OUT017,2007,Small,Tier 2,Supermarket Type1,2784.3756,Non-Consumable,6
4782,DRF15,18.35,Low Fat,0.06613202877895127,Dairy,151.934,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,Drinks,26
4783,NCX05,15.2,Non-Edible,0.09698132,Health and Hygiene,116.3492,OUT013,1987,High,Tier 3,Supermarket Type1,2548.6824,Non-Consumable,26
4784,FDM21,20.2,Low Fat,0.064351908,Snack Foods,259.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,2061.3168,Food,9
4785,NCG54,0.0,Non-Edible,0.079419801,Household,172.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,5475.5392,Non-Consumable,28
4786,FDD26,8.71,Regular,0.072301795,Canned,185.6924,OUT045,2002,Small,Tier 2,Supermarket Type1,3331.6632,Food,11
4787,FDU23,12.15,Low Fat,0.021719387000000003,Breads,163.1184,OUT035,2004,Small,Tier 2,Supermarket Type1,3467.4864,Food,9
4788,FDO37,8.06,Low Fat,0.021420031000000003,Breakfast,232.0326,OUT045,2002,Small,Tier 2,Supermarket Type1,3003.4238,Food,11
4789,FDP19,11.5,Low Fat,0.290430317,Fruits and Vegetables,130.6652,OUT010,1998,Small,Tier 3,Grocery Store,258.3304,Food,15
4790,FDT13,14.85,Low Fat,0.018571641,Canned,187.3214,OUT046,1997,Small,Tier 1,Supermarket Type1,4333.6922,Food,16
4791,FDY07,11.8,Low Fat,0.06613202877895127,Fruits and Vegetables,45.2402,OUT018,2009,Medium,Tier 3,Supermarket Type2,1148.505,Food,4
4792,DRI47,14.7,Low Fat,0.020952705,Hard Drinks,143.5128,OUT049,1999,Medium,Tier 1,Supermarket Type1,2444.8176,Drinks,14
4793,NCW42,0.0,Non-Edible,0.102371638,Household,221.2456,OUT019,1985,Small,Tier 1,Grocery Store,663.1368,Non-Consumable,28
4794,NCQ50,18.75,Non-Edible,0.034278798,Household,214.1218,OUT013,1987,High,Tier 3,Supermarket Type1,4488.1578,Non-Consumable,26
4795,FDQ09,7.235,Low Fat,0.06613202877895127,Snack Foods,115.1834,OUT045,2002,Small,Tier 2,Supermarket Type1,1382.2008,Food,11
4796,FDI20,0.0,Low Fat,0.038377013,Fruits and Vegetables,211.5586,OUT027,1985,Medium,Tier 3,Supermarket Type3,4432.2306,Food,28
4797,NCP05,19.6,Non-Edible,0.025325897000000003,Health and Hygiene,150.9024,OUT049,1999,Medium,Tier 1,Supermarket Type1,3795.06,Non-Consumable,14
4798,FDH02,7.27,Regular,0.020898691,Canned,92.2488,OUT017,2007,Small,Tier 2,Supermarket Type1,814.9392,Food,6
4799,FDH45,15.1,Regular,0.105881129,Fruits and Vegetables,42.0796,OUT045,2002,Small,Tier 2,Supermarket Type1,454.0756,Food,11
4800,DRG49,7.81,Low Fat,0.112906337,Soft Drinks,243.5486,OUT010,1998,Small,Tier 3,Grocery Store,488.6972,Drinks,15
4801,FDA37,7.81,Regular,0.055216312000000004,Canned,125.5046,OUT035,2004,Small,Tier 2,Supermarket Type1,3237.1196,Food,9
4802,FDS13,6.465,Low Fat,0.125210375,Canned,266.8884,OUT017,2007,Small,Tier 2,Supermarket Type1,1059.9536,Food,6
4803,NCW42,0.0,Non-Edible,0.058185842,Household,220.8456,OUT027,1985,Medium,Tier 3,Supermarket Type3,4199.8664,Non-Consumable,28
4804,FDK15,10.8,Low Fat,0.098814721,Meat,100.5042,OUT018,2009,Medium,Tier 3,Supermarket Type2,1884.8798,Food,4
4805,FDX51,9.5,Regular,0.022058724,Meat,196.8452,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136,Food,16
4806,FDJ20,20.7,Regular,0.100091576,Fruits and Vegetables,125.5388,OUT013,1987,High,Tier 3,Supermarket Type1,2105.2596,Food,26
4807,DRK59,8.895,Low Fat,0.075876602,Hard Drinks,235.9616,OUT017,2007,Small,Tier 2,Supermarket Type1,1874.8928,Drinks,6
4808,FDL45,15.6,Low Fat,0.037841362,Snack Foods,125.2704,OUT018,2009,Medium,Tier 3,Supermarket Type2,2628.5784,Food,4
4809,FDH41,9.0,Low Fat,0.081943273,Frozen Foods,214.5534,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,Food,26
4810,FDD05,19.35,Low Fat,0.016645164,Frozen Foods,120.9098,OUT045,2002,Small,Tier 2,Supermarket Type1,1687.1372,Food,11
4811,FDZ39,19.7,Regular,0.018061324,Meat,102.59899999999999,OUT045,2002,Small,Tier 2,Supermarket Type1,2063.98,Food,11
4812,FDY35,0.0,Regular,0.028062401,Breads,44.0402,OUT019,1985,Small,Tier 1,Grocery Store,91.8804,Food,28
4813,NCE06,5.825,Non-Edible,0.091857904,Household,160.7894,OUT018,2009,Medium,Tier 3,Supermarket Type2,1617.894,Non-Consumable,4
4814,FDE57,0.0,Low Fat,0.036109413,Fruits and Vegetables,140.6154,OUT027,1985,Medium,Tier 3,Supermarket Type3,4538.0928,Food,28
4815,FDD33,12.85,Low Fat,0.10863337199999999,Fruits and Vegetables,233.8642,OUT018,2009,Medium,Tier 3,Supermarket Type2,2323.6420000000003,Food,4
4816,FDQ10,12.85,Low Fat,0.03324652,Snack Foods,172.4422,OUT045,2002,Small,Tier 2,Supermarket Type1,4483.4972,Food,11
4817,FDN15,17.5,Low Fat,0.016720132,Meat,139.918,OUT013,1987,High,Tier 3,Supermarket Type1,419.454,Food,26
4818,FDS50,17.0,Low Fat,0.055433377,Dairy,221.1114,OUT046,1997,Small,Tier 1,Supermarket Type1,4434.228,Food,16
4819,FDX21,7.05,Low Fat,0.084966021,Snack Foods,111.1912,OUT046,1997,Small,Tier 1,Supermarket Type1,1965.4416,Food,16
4820,FDL58,5.78,Regular,0.07413505299999999,Snack Foods,264.0568,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.2544,Food,9
4821,FDK09,15.2,Low Fat,0.09174595099999999,Snack Foods,229.0352,OUT035,2004,Small,Tier 2,Supermarket Type1,2290.3520000000003,Food,9
4822,FDS08,0.0,Low Fat,0.056685383,Fruits and Vegetables,178.437,OUT027,1985,Medium,Tier 3,Supermarket Type3,3175.866,Food,28
4823,FDE20,11.35,Regular,0.00552947,Fruits and Vegetables,169.27900000000002,OUT035,2004,Small,Tier 2,Supermarket Type1,2376.906,Food,9
4824,FDF04,17.5,Low Fat,0.013664703,Frozen Foods,257.7304,OUT045,2002,Small,Tier 2,Supermarket Type1,5683.2688,Food,11
4825,FDA50,16.25,Low Fat,0.08731067199999999,Dairy,95.541,OUT049,1999,Medium,Tier 1,Supermarket Type1,1544.656,Food,14
4826,FDX08,12.85,Low Fat,0.022639195,Fruits and Vegetables,179.7318,OUT049,1999,Medium,Tier 1,Supermarket Type1,2165.1816,Food,14
4827,FDD05,0.0,Low Fat,0.016531033,Frozen Foods,122.4098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3012.745,Food,28
4828,FDG41,8.84,Regular,0.076873991,Frozen Foods,109.9228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1547.3192,Food,4
4829,FDU39,0.0,Low Fat,0.035863436,Meat,58.3562,OUT027,1985,Medium,Tier 3,Supermarket Type3,1125.8678,Food,28
4830,NCQ43,17.75,Non-Edible,0.111301625,Others,107.5912,OUT046,1997,Small,Tier 1,Supermarket Type1,1528.6768,Non-Consumable,16
4831,NCY42,6.38,Non-Edible,0.015193323,Household,143.347,OUT045,2002,Small,Tier 2,Supermarket Type1,858.882,Non-Consumable,11
4832,FDF26,0.0,Regular,0.046408927999999995,Canned,153.2998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.7948,Food,28
4833,FDC20,10.65,Low Fat,0.06613202877895127,Fruits and Vegetables,57.1272,OUT035,2004,Small,Tier 2,Supermarket Type1,279.63599999999997,Food,9
4834,FDX14,13.1,Low Fat,0.07494003,Dairy,75.0354,OUT046,1997,Small,Tier 1,Supermarket Type1,902.8248,Food,16
4835,DRC49,0.0,Low Fat,0.065119701,Soft Drinks,145.7128,OUT027,1985,Medium,Tier 3,Supermarket Type3,4026.7584,Drinks,28
4836,FDM40,10.195,Low Fat,0.06613202877895127,Frozen Foods,143.1154,OUT017,2007,Small,Tier 2,Supermarket Type1,2410.8618,Food,6
4837,FDE10,6.67,Regular,0.090456903,Snack Foods,131.2626,OUT017,2007,Small,Tier 2,Supermarket Type1,2098.6016,Food,6
4838,NCU17,5.32,Non-Edible,0.093071679,Health and Hygiene,103.8674,OUT045,2002,Small,Tier 2,Supermarket Type1,509.337,Non-Consumable,11
4839,FDB36,0.0,Regular,0.048292189000000006,Baking Goods,133.1626,OUT027,1985,Medium,Tier 3,Supermarket Type3,2492.0894,Food,28
4840,DRF13,12.1,Low Fat,0.029902678999999998,Soft Drinks,144.3444,OUT018,2009,Medium,Tier 3,Supermarket Type2,1161.1552,Drinks,4
4841,FDL13,13.85,Regular,0.056547985999999995,Breakfast,232.73,OUT018,2009,Medium,Tier 3,Supermarket Type2,6291.81,Food,4
4842,NCH55,16.35,Non-Edible,0.034726222,Household,125.602,OUT049,1999,Medium,Tier 1,Supermarket Type1,3036.048,Non-Consumable,14
4843,NCF18,18.35,Non-Edible,0.08890854699999999,Household,192.8504,OUT013,1987,High,Tier 3,Supermarket Type1,2876.256,Non-Consumable,26
4844,FDC09,15.5,Regular,0.044024163,Fruits and Vegetables,102.0332,OUT010,1998,Small,Tier 3,Grocery Store,102.5332,Food,15
4845,FDV09,12.1,Low Fat,0.020568574,Snack Foods,150.4734,OUT046,1997,Small,Tier 1,Supermarket Type1,2078.6276,Food,16
4846,FDV09,12.1,Low Fat,0.020564685,Snack Foods,148.2734,OUT035,2004,Small,Tier 2,Supermarket Type1,3266.4148,Food,9
4847,FDU16,19.25,Regular,0.058226609000000006,Frozen Foods,85.2908,OUT013,1987,High,Tier 3,Supermarket Type1,671.1264,Food,26
4848,FDD26,8.71,Regular,0.072155462,Canned,183.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,3146.5708,Food,16
4849,NCA29,10.5,Non-Edible,0.027253711,Household,170.9106,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1014,Non-Consumable,26
4850,FDZ26,11.6,Regular,0.144604071,Dairy,240.8222,OUT018,2009,Medium,Tier 3,Supermarket Type2,3585.333,Food,4
4851,FDT56,16.0,Regular,0.193477995,Fruits and Vegetables,55.9246,OUT010,1998,Small,Tier 3,Grocery Store,405.4722,Food,15
4852,FDF22,6.865,Low Fat,0.056945935999999996,Snack Foods,214.6218,OUT045,2002,Small,Tier 2,Supermarket Type1,1923.4962,Food,11
4853,FDH21,10.395,Low Fat,0.031288338,Seafood,159.5604,OUT045,2002,Small,Tier 2,Supermarket Type1,2852.2872,Food,11
4854,FDD44,8.05,Regular,0.078400465,Fruits and Vegetables,259.0646,OUT046,1997,Small,Tier 1,Supermarket Type1,4380.2982,Food,16
4855,FDS56,5.785,Regular,0.038976089,Fruits and Vegetables,264.2252,OUT017,2007,Small,Tier 2,Supermarket Type1,3934.8779999999997,Food,6
4856,FDF21,10.3,Regular,0.058918844000000005,Fruits and Vegetables,191.653,OUT049,1999,Medium,Tier 1,Supermarket Type1,5313.084,Food,14
4857,FDM44,12.5,Low Fat,0.031176157000000003,Fruits and Vegetables,103.09899999999999,OUT018,2009,Medium,Tier 3,Supermarket Type2,722.393,Food,4
4858,DRK01,7.63,Low Fat,0.061159245999999994,Soft Drinks,92.5436,OUT049,1999,Medium,Tier 1,Supermarket Type1,1607.2412,Drinks,14
4859,FDO22,13.5,Regular,0.06613202877895127,Snack Foods,78.396,OUT035,2004,Small,Tier 2,Supermarket Type1,1438.128,Food,9
4860,FDP57,17.5,Low Fat,0.052550476,Snack Foods,101.29899999999999,OUT045,2002,Small,Tier 2,Supermarket Type1,722.393,Food,11
4861,DRF49,0.0,Low Fat,0.124448295,Soft Drinks,112.0518,OUT019,1985,Small,Tier 1,Grocery Store,113.8518,Drinks,28
4862,DRK11,8.21,Low Fat,0.010808271999999999,Hard Drinks,150.5392,OUT018,2009,Medium,Tier 3,Supermarket Type2,1043.9744,Drinks,4
4863,FDT51,11.65,Regular,0.010963269,Meat,110.9544,OUT018,2009,Medium,Tier 3,Supermarket Type2,335.5632,Food,4
4864,FDE58,18.5,Low Fat,0.06613202877895127,Snack Foods,119.8124,OUT017,2007,Small,Tier 2,Supermarket Type1,4029.4216,Food,6
4865,FDT23,7.72,Regular,0.075035902,Breads,78.7986,OUT018,2009,Medium,Tier 3,Supermarket Type2,856.8846,Food,4
4866,NCT42,5.88,Non-Edible,0.024882613999999997,Household,149.4392,OUT035,2004,Small,Tier 2,Supermarket Type1,1640.5312,Non-Consumable,9
4867,FDJ41,6.85,Low Fat,0.022878952999999997,Frozen Foods,262.3594,OUT035,2004,Small,Tier 2,Supermarket Type1,3924.8909999999996,Food,9
